Game_Hashkey,Year,Round,Team,Opponent,Ground,Team_Result,Disposals_diff,Kicks_diff,Marks_diff,Handballs_diff,HitOuts_diff,Tackles_diff,Rebounds_diff,Inside50_diff,Clearances_diff,Clangers_diff,Frees_diff,FreesAgainst_diff,ContestedPossessions_diff,UncontestedPossessions_diff,ContestedMarks_diff,MarksInside50_diff,OnePercenters_diff,Bounces_diff,GoalAssists_diff
63b4561a7638772cc4a22044d02a583f266de9535210361c000cdadc6add4b0b,2003,R01,CW,RI,M.C.G.,1,-3,5,10,-8,-13,3,7,-3,3,-1,-13,13,-19,8,-6,-2,4,4,7
8a951fd81dc4849eae0dd22f79a1214da3453fcdd06c055176dc0b812e81dc81,2003,R01,NM,SK,M.C.G.,1,-31,-8,-23,-23,1,-1,-3,9,3,-4,1,-1,0,-33,3,-2,24,15,3
644d5090b896049b1351c7da557094dd9c48119022e7dd853c579f5c2d360241,2003,R01,WC,PA,Subiaco,1,80,45,-1,35,-1,-8,-5,20,7,1,14,-14,47,41,1,4,22,-6,1
9f05b70713d7f470c8846352dde9b08b379c3622a453449f87c2115c014e7640,2003,R01,SW,CA,Stadium Australia,1,90,56,54,34,17,15,-7,26,6,3,-3,3,-5,87,7,17,12,8,9
eb450ced55a0b9574636e017e511eee0e570d076fabd66916129183c7b768f27,2003,R01,BL,ES,Gabba,1,-23,-9,-15,-14,7,-7,-15,21,1,2,-2,2,-3,-27,6,7,11,3,2
19ede5b9660a5c908105eb2ce8c056fc505324e6ddc31d85dfec1d65015d1402,2003,R01,AD,FR,Football Park,1,71,14,6,57,-6,-23,-11,26,9,-3,0,0,30,47,-2,2,-3,-7,10
c595a82026148114d82bb6f7a01f65a1689273f4ffcd53fa4af91107f395cd34,2003,R01,WB,GE,Docklands,1,91,49,22,42,-3,-2,19,-10,6,9,8,-8,6,82,3,6,15,3,7
811b235e362fb4d9c9944af86bb6d097fc5139617bc7c3450330c53e36b3291f,2003,R01,ME,HW,M.C.G.,1,42,8,12,34,-23,-14,6,-7,-16,-1,0,0,8,36,2,1,1,16,0
bb139d6bed92f7a4da0651474324932512608578acfd2691fc241209fca23ba9,2003,R02,CA,CW,M.C.G.,0,-39,-19,-41,-20,13,1,-22,18,-7,-2,-5,5,5,-48,-14,-7,-20,-8,0
438d53017bd62391f5f7d8d00a089add42f6bc42aea8ee11523d1abfd9a280e1,2003,R02,SK,AD,Docklands,1,17,26,43,-9,-22,-1,6,0,4,9,-7,7,-13,32,9,-5,9,10,-1
f6280c9677c29abbc78d6d0829bf15366274f2b9dd7fb3bcc8ac30a0dc31abdf,2003,R02,ES,ME,M.C.G.,1,29,-2,15,31,-5,7,17,-10,-5,7,-8,8,-11,31,2,15,12,9,14
47b4e07ac577412db8e5ccdf11fb97617129d1b72e7c0cbdeb56d72fdf50c6ef,2003,R02,FR,SW,Subiaco,1,48,27,21,21,27,-6,-3,2,5,-10,1,-1,12,37,0,8,9,1,-2
89ae3dd4ed1456002d6a458f6f239bc0f52d6fdeac66b6fefe6f1f4617201ee2,2003,R02,PA,BL,Football Park,0,5,7,10,-2,17,-6,5,2,-1,-9,8,-8,-20,16,5,4,-14,0,3
0509d6c65b18276c2e15f32679357f4d415dd99fb2b987b2a1f1023888e32dc3,2003,R02,HW,WC,York Park,1,17,49,39,-32,-25,27,2,8,-6,-9,5,-5,-6,19,3,10,8,16,2
f2b4842e72db4f94d3b8a663013d3b5a3b1eb6b79abf14f60d2492cbd001df6b,2003,R02,RI,WB,Docklands,1,25,36,25,-11,-1,-1,-5,13,-12,6,-6,6,1,18,7,7,-3,7,3
75ff1177565aa80a2d7cc68242dacfb70c3563a66b741e639bc3bf4f419dabda,2003,R02,GE,NM,Kardinia Park,0,-6,-27,-1,21,-8,-12,-5,-3,-6,12,1,-1,4,-3,8,-2,-30,-26,-2
88f45853d1d99d92104ed1ce371ece7904bee80cd66ccb225ef0615a4ae4b1ea,2003,R03,ES,CA,M.C.G.,0,47,10,25,37,-7,5,6,-8,-5,8,0,0,2,54,3,-1,-7,-2,-2
f8c484e21adb44fa3bce66369c02713612b01b387d0dd7899938f26e88aa9fa6,2003,R03,CW,GE,M.C.G.,1,36,38,24,-2,-25,18,0,8,-3,-11,4,-4,18,16,10,5,-6,3,0
1f106f982708e2d89d70c34cd7cbfe59a5b28e523865340569950e446be7094a,2003,R03,WC,SK,Subiaco,1,77,41,-7,36,31,-10,4,13,10,-2,8,-8,58,25,3,-2,24,15,0
b654f615bc7d4321a566074840b3a62814a761ff00c943dc3ba95440b9e4f23b,2003,R03,PA,HW,Football Park,1,13,14,-6,-1,12,-5,-5,17,0,-10,-3,3,12,-2,-1,3,-2,6,0
76e0fcfd92c796bc26bde1c22d8fd76562ddaa4fd6464fac72e3e3f0cb331875,2003,R03,SW,AD,S.C.G.,0,-10,7,21,-17,-28,-5,2,-8,-8,-6,6,-6,-7,2,8,-5,-5,4,1
7d4f584420b07e91c85ed415e3aaa244011265298b814cff94babefe5cc45a62,2003,R03,ME,WB,Docklands,1,19,35,24,-16,16,5,2,3,7,-6,0,0,17,7,9,0,-22,-9,-2
7ddd8b4c8b4976bab5b8c2a769cbe80b6c8015e74c11900a231468f7bb247719,2003,R03,RI,FR,M.C.G.,1,51,22,6,29,-10,-12,3,9,13,-4,-6,6,19,36,1,2,19,8,2
086e4642583e229d59a349b402e4a9671fa639239da4314caaa4bfcb8e9abc9b,2003,R04,BL,CW,Gabba,1,-31,-15,2,-16,11,8,7,-2,-5,-7,2,-2,-2,-27,7,-7,3,6,-3
67537063e1b996484b36a22ced89a13ec503b0b669c236300b143278058f383e,2003,R04,WB,ES,Docklands,0,5,-7,-9,12,10,-3,-9,10,-4,7,5,-5,-1,-2,-1,-4,1,-4,-2
7327f4419ae7a411ecbf06228ce2bf091c81d525ce7e6c0c6d2fb401614ed23e,2003,R04,HW,SW,M.C.G.,1,-6,29,16,-35,7,19,1,4,-1,-17,0,0,-9,-3,6,9,6,-8,1
ac401b06d3c5e2c81a166f48c733f51ef4c11dd19366cf4572acf2132f7c3e19,2003,R04,AD,WC,Football Park,1,43,17,1,26,9,26,-12,21,23,0,4,-4,8,28,2,2,-2,4,3
0e3d2eeba0d8544f56f9ce63e8acf45ab7812f0e83e0f42de3d243c36453dbb6,2003,R04,CA,PA,Princes Park,0,-96,-53,-54,-43,-6,4,-15,8,-15,2,-2,2,0,-99,1,1,-7,-14,-5
3759d8ae201c2384c62aef31cde3afeec6875dac34ab94880591503867bf5909,2003,R04,FR,NM,Subiaco,1,-3,1,-15,-4,20,12,-13,20,20,1,1,-1,38,-31,7,7,-3,0,5
cfe7661d16cf90f2795cd4ca775041b3d8e4e2a1eef47eb4442ca229ff93b2b3,2003,R04,SK,RI,Docklands,0,-30,-9,-2,-21,20,1,-12,7,7,-14,5,-5,-9,-20,3,5,-7,-10,-6
185a590a4c1d57025a32d5a8a65f29e72c59063754adb75301145278e81598b3,2003,R05,ES,CW,M.C.G.,1,-27,23,34,-50,-1,4,-5,9,-11,-7,-8,8,-16,-16,11,12,-2,1,5
446b37bbfa7fd81296e8bfa6093290d167d99fd19caca2dd9d85f07adae2d21b,2003,R05,SW,ME,S.C.G.,1,32,4,-14,28,-20,10,-3,8,2,-4,-2,1,-2,23,-6,4,14,11,8
b49e9c482ffec90ed6e1a0c431d30940574dad03e47d4e0aefeb50e004b0e88f,2003,R05,HW,RI,M.C.G.,0,-19,-3,4,-16,33,14,-13,12,-2,-5,1,-1,-17,-14,6,-3,20,-10,0
822b6f379fc5650c42f609a66e0b06145742b626341f195f9bdb9826c6a24b16,2003,R05,NM,CA,Docklands,0,22,18,10,4,-4,-1,13,-17,-1,6,-3,3,-6,18,4,-1,5,-4,0
68a16d8fb6c30a587c2e2627c071e796db5dc255e3fadf0a70663b87191470a7,2003,R05,AD,PA,Football Park,0,19,-18,-22,37,10,2,-9,6,0,2,4,-4,18,7,3,-2,4,-11,-4
d1a4ac304b3e876bba09290ccd41417b2daec0c4e214e1d9261842b229f27eae,2003,R05,BL,WB,Gabba,1,-22,-9,-5,-13,24,15,4,0,-13,-16,-1,1,21,-29,9,5,-2,18,0
5c1b4960f002c5e42fdf875b768b7e6a5083adbff40f4d71c9ee8ea6a4c7d69d,2003,R05,SK,GE,Docklands,1,41,30,35,11,-21,3,6,2,-11,-11,3,-3,11,34,11,18,9,2,4
b784289201ed3584ef76939bb99b89a788f01148d9b5fdf280d0027e773843b8,2003,R05,FR,WC,Subiaco,0,-33,-10,13,-23,-6,15,-6,-2,-20,3,1,-1,-15,-14,6,4,-5,-6,-4
c8524d456dd433808e9ad058a805da85a4ba67d8a5547ee1412ce2bcaaff2a93,2003,R06,NM,AD,Docklands,0,-37,-16,-12,-21,-27,3,4,-13,-9,22,-3,3,6,-34,1,-2,9,3,-7
b1ed3be71981528e00a0085339b7c1de312b01645d44c6691489b7d941fdc373,2003,R06,CA,HW,Princes Park,0,9,-2,-7,11,19,-25,-3,-5,2,-10,-3,3,9,-3,0,1,1,-1,-3
983c2467d619286bf806b67265d5ad55cba7df6262d5883cacacdad87186115e,2003,R06,ME,WC,M.C.G.,0,23,-23,-20,46,-23,0,0,-2,4,15,0,0,0,17,0,-9,-3,-4,-2
a5974c1b14cb12329132387bc5f5f80ae970aaaef6b608dd058feb6c1e03bbb4,2003,R06,CW,SW,Docklands,0,-5,5,1,-10,-1,0,-11,10,13,13,-8,8,22,-21,8,2,0,-1,-1
f73ab9bc5cdd2f9273910efc62e0e1778db466a50c6107eee91bbfdc7b5c150a,2003,R06,PA,RI,Football Park,1,60,47,9,13,16,12,-1,4,14,-3,-2,2,22,21,5,4,2,9,6
35c356f7841352a707b2e4c68b88355a850a0ebd3fe74d51a888b50963449d18,2003,R06,GE,BL,Kardinia Park,0,5,-3,-1,8,6,-23,18,-16,-2,-2,4,-4,17,-6,5,-5,5,-3,-1
d492e144ad58b370bcfaa27194f2ad71a5efa1be1f11761c676da850148472b2,2003,R06,WB,SK,Docklands,0,7,13,-11,-6,14,1,-3,1,5,-4,13,-13,19,-12,-1,-5,-6,15,0
9c0329db96314ba7d4109f42e84140cd926be1e2e9e9dbf150ffd17676b0b64c,2003,R06,FR,ES,Subiaco,1,54,49,36,5,8,9,1,8,1,-7,10,-10,6,37,7,3,14,10,0
b819c585a85452e8477efff1bf4ec07fb9654a7ed831bc7f063b631b4a708531,2003,R07,HW,NM,Docklands,0,8,11,-2,-3,4,-2,-12,7,18,4,2,-2,15,3,-8,7,-4,-23,2
1913a6563c98b0d955cfad185a18b05468c5c9fe40df1192e7d675cbac8e86bb,2003,R07,RI,ES,M.C.G.,1,37,36,12,1,-21,-2,13,2,11,-5,13,-13,15,24,-7,-8,10,1,2
db5c83aa496a44b9777866219c490008cffcbb33008ef15a50ef94d1840a4e4e,2003,R07,WC,GE,Subiaco,1,-13,26,11,-39,7,6,7,-13,-8,3,0,0,5,-25,3,6,18,-7,1
09203a597b6aa1dc507fa14cbc82203528b3db370606719c0882c860fc4a2fe9,2003,R07,SK,CA,Docklands,1,76,44,56,32,-20,-11,-1,8,11,-5,4,-4,10,64,6,9,0,-9,-1
790121df18b8d12b93c20da5ff2089af86043efd112d4e5b69a5a0ff65d06221,2003,R07,AD,CW,Football Park,0,56,17,-3,39,33,5,-4,6,7,-8,5,-5,28,32,-2,0,-24,3,-3
a2c6c0f2b059649df456d5cf4820af0b49b430ad7b1affe318503f35fec74a30,2003,R07,SW,BL,S.C.G.,1,42,22,32,20,-9,-9,19,-15,-5,11,-5,5,4,40,2,9,-13,20,2
a8afbb628d3f9be739b57e778f260ccc1d956d9051f1abc4a79863f2846bc3b2,2003,R07,WB,FR,Docklands,0,23,-27,-22,50,-11,-11,-9,-5,9,1,5,-5,1,25,-8,-15,-4,-5,-6
1243844c75a290f62ea0ec5558453edfaaa6b7ac2bef4de1c432db600d7aa392,2003,R07,ME,PA,M.C.G.,1,-1,-27,-25,26,7,1,-2,7,-3,-10,-5,5,-10,3,-3,5,4,-10,-1
ec7a596aa10957981c17464a2f761bb77622bcbefd1f9c73e3345f2c616466b9,2003,R08,HW,ES,M.C.G.,0,-31,-36,4,5,3,12,14,-27,-13,9,3,-3,-38,14,-5,-14,-8,-2,-1
754e6139bac897bd5662b5be56f9b55667be47b08a7025711b16cc3c72c12161,2003,R08,CW,WC,Docklands,0,-15,-2,-13,-13,-10,8,-3,1,6,7,-1,1,5,-19,4,0,-18,4,2
add5c4119c1361a65e1b20d1f30548a7996e391e9dd5c3aa64c490613fe62f05,2003,R08,PA,NM,Football Park,1,13,32,31,-19,-7,5,-3,11,4,-14,2,-2,3,15,-5,8,4,-1,2
a79d59a1a648b653877a27b8d5b524f2eb19b5e12843407f1c5584c02b4f8d5b,2003,R08,BL,AD,Gabba,1,-38,-14,13,-24,-17,14,-1,5,-4,-2,2,-2,-21,-20,3,2,12,4,0
89954b51d74658df2803a1db2b40f31af2a64c5cd828f8a47a39f8efcbdcc229,2003,R08,RI,ME,M.C.G.,1,12,26,36,-14,-21,0,4,0,-8,-5,1,-1,9,4,10,3,7,7,-5
c7ee92d218a4dd62c836cce4bc23f7aa973145c410f89e2ef8060617e2f86cd6,2003,R08,SW,GE,S.C.G.,1,23,34,22,-11,13,2,16,-13,5,-3,0,0,0,23,3,7,-18,13,7
5bba7e02073d8a064a92b9077a5004454c11dc71e2222962c01d7aa185c868aa,2003,R08,CA,WB,Princes Park,1,5,6,1,-1,15,-5,-2,3,-11,3,4,-4,21,-10,6,0,3,8,0
352bb4079aea75fd8cca7e7e30f0beaea6f2a498cc2cdf6810b6436649313c5c,2003,R08,FR,SK,Subiaco,1,6,11,-4,-5,13,5,12,-5,-22,-1,-2,2,-5,15,-5,-5,18,19,8
fd5b995d89f2b1f851de0ffff3fed360e85c28b8addfd015e2facfe507f699a0,2003,R09,ES,PA,Docklands,0,-25,-32,-26,7,-20,-9,1,-11,2,-11,3,-3,6,-24,4,-5,-11,-5,-8
aed901d704253e318a6d21532f73089ff2675be1f37793b482d65016f05b2c64,2003,R09,CA,BL,Princes Park,0,-98,-69,-61,-29,-11,-10,0,-18,3,5,-2,2,-2,-96,0,-5,-5,-13,-10
87bec8e8f69662dc58f46c2f8ac4abcca63fdb53ba4fb61fbedb1112f77b997f,2003,R09,ME,FR,M.C.G.,0,34,-11,-31,45,-20,-17,-15,12,14,-8,7,-7,-3,27,-14,-4,10,-4,0
ca7a8b901cef510b9a2398647bf5f5776eceb52fdf8ed1e399ba4ebbb4a0b68a,2003,R09,CW,SK,Docklands,1,63,33,32,30,9,2,-1,16,10,-2,3,-3,12,51,8,15,10,3,10
1b08449dcf2d211de5b88435c10b6dd2e7d473c0988edcdbd7b9a922d4dcf3cb,2003,R09,WC,RI,Subiaco,1,66,27,-3,39,47,-13,-7,16,11,3,-2,2,37,35,3,7,17,-7,4
02ab3705769f920ac1bcad8e99c963802c0a37afa8810625ed5943682a41daaf,2003,R09,NM,SW,Manuka Oval,1,0,23,0,-23,8,5,-10,9,14,-5,5,-5,22,-21,6,2,10,-15,4
dbfc86e39b441e1a0f15b8ca823566469ab5d11bd41665c9792e8597caaa6b32,2003,R09,GE,HW,Docklands,1,16,23,-9,-7,3,-16,4,6,3,-6,3,-3,25,-8,-6,-4,12,3,1
ffbac9fa5d01c084b1a1d4374b1a7cc83ffc2a4a94037df3a2e6b97ffabf69bd,2003,R09,AD,WB,Football Park,1,26,32,22,-6,37,-8,-17,19,14,1,-1,1,12,21,-7,4,-9,-22,-2
6df21b86839c5eddd9acc45d19db70b42767dc6bf423a79a44ff1696e0b6bc3e,2003,R10,PA,CW,Football Park,1,45,54,40,-9,23,-2,12,-2,-12,2,-1,1,2,42,-2,5,10,8,-1
23f7cd53e75a1fca7ada812ea4a6904159fb217b4d484ebf4f20b6332160fa14,2003,R10,WB,NM,Docklands,0,-3,-25,-19,22,-7,-24,-3,-2,2,-5,8,-8,21,-11,-2,-11,-1,-22,-1
9b937d39dd4ff476857abb154d311ce73b205e72bc69c4e38bf7762d3a4da103,2003,R10,FR,CA,Subiaco,1,-5,29,27,-34,15,23,-16,21,-12,-1,10,-10,-2,-9,10,5,0,-9,5
ad4ae88d08cc158c316b3db90ea354e50504a7f4dad5109b24b6c6fe5c249151,2003,R10,ME,BL,Gabba,0,28,-25,-9,53,-10,-13,7,-16,10,-5,1,-1,-7,34,-2,-11,-18,-9,-8
8c718b2ef2f02875c2c2166101cc4f1a3918afd03e32186b9379c26b61d17630,2003,R10,RI,SW,M.C.G.,0,-22,-22,-19,0,10,-3,4,-11,-3,-6,-2,2,13,-37,11,-5,2,-19,-9
d273c487130968a95fd433c17a5a5fbb7004e4d5a50a8f1db9ac2e8923d4a288,2003,R10,GE,AD,Kardinia Park,0,-40,-22,-10,-18,-25,1,15,-14,-3,-8,11,-11,-19,-15,-5,-5,9,1,-4
1d1765a365d560c912bb7612443ba0b8bb746e7f869f5a467c0ec63f876cfda2,2003,R10,ES,WC,Docklands,1,11,49,31,-38,-21,30,2,6,-10,-3,2,-2,-7,1,1,5,-24,0,3
9ba4bc9f8c6cc1a6c60f858a5cd6bc553f831f0ac044de264d8a08421a4ce777,2003,R10,SK,HW,M.C.G.,1,45,30,12,15,-9,-6,-12,19,18,-14,-5,5,30,18,1,7,-5,-1,1
4aa02c20aa73d78c99a2131bb1d28e504bf3bb8f9130a1e970c7b903d65d2486,2003,R11,NM,RI,Docklands,1,15,7,3,8,-12,-4,8,-8,3,16,-5,5,-3,15,-4,-2,23,19,5
357a68c2e30cbbccf8813344e348889aa4433240ceed5547955ab8b7896a9a22,2003,R11,HW,AD,M.C.G.,1,23,7,7,16,4,18,-14,14,14,1,8,-8,21,14,2,-1,8,-1,0
8c4d0bd441beb00c678b5be6fa3a1f812b6f1becf4fe3184212dd93263446211,2003,R11,SK,BL,Docklands,1,47,26,12,21,-3,-14,-10,12,14,-2,4,-4,8,36,-8,-2,-6,-12,2
a44ed9e2bd4f1a15b330905617454cf4c55826e276854c888154f2b68c3c7e29,2003,R11,SW,ES,Stadium Australia,1,2,3,28,-1,9,9,1,10,-21,-17,6,-6,-3,9,15,8,-8,1,3
5b0db476bd2ab959aab778b03f823ac8326841a5484ecd1e281706b6aea0a318,2003,R11,PA,FR,Football Park,1,65,29,19,36,10,0,-11,22,3,-3,-1,1,8,58,-7,13,28,15,5
075c7df7e62f9a76ed25d8af109ce10ed59b0b518f5c95a173b86890e56b82bd,2003,R11,GE,CA,Docklands,1,29,28,34,1,-5,-14,-10,18,-8,-4,2,-2,6,30,10,4,10,-14,0
5e8034b53cf1c0f6e453663ed1474e23c71963b03362bf9e8c267fbecfcce9bd,2003,R11,ME,CW,M.C.G.,0,-54,-49,-39,-5,16,6,-9,-2,-7,5,-2,2,-19,-33,0,-8,2,-3,-5
42e338fd4ad4aff8b6a81a9e31b4772c30bcbe9216d91fe2459889fdfcbdba03,2003,R12,ES,NM,Docklands,0,-26,-14,-2,-12,7,-23,-4,0,-12,3,2,-2,2,-19,6,-6,-2,-4,-1
cb2fa53d9b503a159aa796b7dbfa94add18087b70927ab64764f817b1f81ea8a,2003,R12,SK,PA,York Park,0,-47,-23,-24,-24,-26,10,-2,-5,-2,4,2,-2,9,-46,-1,4,11,-14,-7
18e80236baca3fa07f0428ab411498b8dab0f875068b69a1f40eb27aa1afd4ce,2003,R12,RI,CA,M.C.G.,0,-25,-14,14,-11,-11,1,-9,6,-7,-2,1,-1,-14,-5,10,2,-12,9,2
fb8c8e93ee7f3756f20362f2a98560ba319d1a0a3c28d579c2f782e448cd29c7,2003,R12,WB,SW,S.C.G.,0,-66,-22,-20,-44,-9,-3,-1,-9,3,-10,8,-8,3,-64,-6,-18,4,2,-9
e245fa5df65ba56b794a031532ef8381e4a86484a63f3f1d10b370f1171ca8fb,2003,R12,FR,GE,Subiaco,1,37,31,31,6,2,8,1,4,-4,-4,1,-1,10,23,13,5,-5,-5,1
91c73de4cc1247c024c4940e62361b840b502f52bbdd2103c7b790b2f0fe1cfb,2003,R12,BL,WC,Gabba,0,-42,-18,-13,-24,11,-2,9,-18,16,10,2,-2,-2,-37,-5,-6,-1,-3,-7
f7023f5dc698272710184af347a884925ef4fd07b9ee18649ada2ccda875b241,2003,R12,CW,HW,M.C.G.,0,0,0,-22,0,7,-1,3,-8,6,8,3,-3,24,-21,-4,-3,-4,1,-3
aca36a8e6a5ece0fd65d88620a8cf11fe78453968eb5456a864eea7e7609dcec,2003,R12,AD,ME,Football Park,1,67,39,5,28,5,6,0,12,3,-25,19,-19,34,35,-1,8,6,5,2
a5fc795af8dc91d2e023de2cde18771d5343a51eeffe868eef9db6d0f57ce318,2003,R13,ES,GE,Docklands,1,10,12,11,-2,-20,22,-1,11,-17,-6,-2,2,-12,14,9,4,20,-2,6
2f71577d83de49d83369bd7930772155af47ee786a2e630e690c06b4ffcda71f,2003,R13,ME,SK,M.C.G.,1,31,18,0,13,6,6,3,6,3,-1,5,-5,33,-5,4,1,1,3,3
42e6a63be31624fb9724cf86a117cedfb2579e008f4a54e9ada1b85ec6249db4,2003,R13,PA,SW,Football Park,1,34,32,0,2,21,-9,-4,10,15,-4,7,-7,45,1,2,7,-1,-1,2
a71094715a5da9f1606f7e6bc10041f5245bfffca1149f6197a1ef6b94674e6a,2003,R13,WB,CW,Docklands,0,-48,-41,-33,-7,1,8,-1,-3,-7,2,1,-1,-27,-23,-11,-13,-9,-9,0
c795f000ae0c9abdf2b4f5fd89848672389961b0276c0fc167f4aa2810d97972,2003,R13,BL,RI,Gabba,1,23,19,-26,4,-8,23,1,2,17,-8,4,-4,13,7,-7,4,26,11,7
6d8ae179a332c702908b9d23202e61af2eb9ca221184b0845e8c56cf119a3d74,2003,R13,HW,FR,York Park,1,29,8,5,21,-15,12,-1,6,2,1,1,-1,4,20,4,-3,3,7,2
c99564c2a4524e4a3469933878cf6f5d64d04930fada1b253583f8b12d397be5,2003,R13,CA,AD,Princes Park,0,-79,-52,-40,-27,-34,0,8,-18,-4,-3,4,-4,-11,-68,-3,-5,33,-3,-5
b31e6cdcadbacfd36e4f6844b120e5998a923f25ef212ba8b13387a9d25154b9,2003,R13,WC,NM,Subiaco,1,-35,-44,-28,9,10,4,0,-1,-3,-6,2,-2,-13,-12,-5,-3,7,-3,0
4dd6b4b8170a22416336caebdbdc9c249358736be69d484492de47ba79aa6019,2003,R14,SK,ES,Docklands,0,-46,-38,-3,-8,7,0,9,-19,-3,-5,-2,2,-35,-6,-3,-11,2,-3,-5
79107c96013f44f711447b742829b9c62b8328fe9314b4f23bc6d7c0b115d761,2003,R14,HW,WB,M.C.G.,1,25,21,13,4,1,-4,2,6,-3,-14,7,-7,3,23,4,9,6,14,6
eb7fbafd8f1f0b1689ac26d7885e7fd773978316c1bed3b5896e34d2c27990d7,2003,R14,FR,BL,Subiaco,1,34,33,20,1,18,-5,0,6,5,12,4,-4,7,27,8,3,-9,-4,0
c3fbf81afe57fd713cc3b2961250aae6f67de6b74db6bb6dc29834d6df377d89,2003,R14,NM,CW,Docklands,0,-48,-28,-9,-20,11,5,4,-14,-6,1,3,-3,-21,-28,1,-7,-2,6,-10
62ad13662d0af8211cb097014f4efc55a5a961629d650cf95770cf95831821f9,2003,R14,AD,RI,Football Park,1,20,3,-10,17,4,-10,-4,5,0,1,-1,1,15,7,0,-2,1,8,6
3a7963a2d716903ed53756444694d9dfe8155d71b143144af94104e5a6387a77,2003,R14,SW,WC,S.C.G.,1,51,21,31,30,5,15,-2,8,-9,0,5,-5,-6,45,4,1,-27,-4,-1
e1c81e5476edce8caf73c4f18da75038f4941b8524021c67a6afa4140813e80e,2003,R14,CA,ME,Princes Park,0,-73,-20,-26,-53,-7,-5,9,-12,9,-2,3,-3,8,-84,4,-1,-4,9,-7
a7ea1b0f40cc65b96c16e71b41fa535a878cc2f8c50564174df34e3258d0e645,2003,R14,GE,PA,Kardinia Park,1,13,-7,22,20,-3,-17,13,-13,-4,6,4,-4,0,24,4,-1,8,2,-3
6a6305f0fd984c3cfe1e03e9e3fe430c8536d953e60c399603a41971bae4d0fe,2003,R15,AD,ES,Football Park,1,66,34,12,32,10,-7,-6,17,5,-28,13,-13,26,42,1,5,-8,3,3
eb61b9c01c51c72b252dc8d7bc8ec0cddc36423e11d3322bfe8e8f919af45628,2003,R15,CW,FR,M.C.G.,1,56,38,9,18,-8,-8,3,6,21,6,-1,1,11,39,-5,4,14,17,3
ead13dae0efdd08a59b6183e184ca7259c04b5d58f860f44986ff205588d10be,2003,R15,RI,GE,Docklands,0,3,-4,-20,7,8,-19,-4,3,5,7,10,-10,33,-36,6,-10,-6,-2,1
4bd844c57bf869ee648575dc42465f146dd106c649b512b69300f4d09897325f,2003,R15,SW,SK,S.C.G.,1,25,36,15,-11,26,-3,-14,25,9,-17,9,-9,23,-1,11,21,-4,-6,8
27c4a982b9aa559f451322b290bf9a08934645bfe656b86006cb837d67c8575b,2003,R15,WC,CA,Subiaco,1,103,58,25,45,-5,15,-26,42,20,-17,9,-9,30,80,-6,12,14,8,10
a5f840003fdcd02778f2866aab4091469fe29753c853cf52f41cb43353dfb58c,2003,R15,BL,HW,Gabba,1,2,11,27,-9,0,-7,-3,6,-12,-4,5,-5,-1,11,5,2,2,10,0
796a26c25af1f25a4b5b2037cb1978800fa0b48443fb341574465b068cae4dd5,2003,R15,WB,PA,Docklands,0,3,-59,-42,62,-15,-2,8,-12,-2,15,7,-7,-25,32,-22,0,20,-12,3
857e5d2d070e1397730f5a1983450f04dd0b6e62ab91e2a802c3c78b5fec42a6,2003,R15,NM,ME,M.C.G.,1,1,-4,-24,5,4,-1,10,-10,11,1,4,-4,11,-2,-7,2,17,14,2
065f7bb851e88007ebb4f5773eb78f693fa73a27bc1bc08482e23d5dbb42f959,2003,R16,RI,CW,M.C.G.,0,-18,-22,8,4,34,-16,-2,-10,-10,16,-6,6,-10,3,3,-12,9,-1,-4
4a5be15370913f29856ccd1d1830855ea1f2c6971e0762a6d33813340f855be5,2003,R16,CA,SW,Princes Park,0,-76,-31,-37,-45,-3,0,-9,6,3,0,2,-2,21,-100,9,-3,-3,-3,-6
92c5b4da0bf5a034b1d67afd933dc1b739f7236c10f150fa182750224ee1e1e9,2003,R16,HW,ME,M.C.G.,1,-2,25,35,-27,-1,19,6,-3,-1,14,-10,10,-10,6,0,15,5,5,4
f1ef180a01c6751f7842688bdc71014eb7d72fad13372feb237d06a7f0b4b868,2003,R16,ES,BL,Docklands,1,44,16,0,28,-6,-9,3,-5,-3,16,-2,2,17,26,6,-2,-4,6,-1
807e73a58ea99397e435f0cf4512b14f1b3a4fb0074bc47448251f9be684ac49,2003,R16,PA,WC,Football Park,1,46,63,41,-17,-2,7,11,7,7,3,1,-1,4,39,3,13,18,9,4
92d161e381dee6e1fcccb94a7cfab42c3e24c374ee897e287d0de94d089f6a80,2003,R16,GE,WB,Kardinia Park,0,-6,-11,-7,5,-7,0,-6,4,4,-4,1,-1,1,1,-4,0,-18,16,-2
849f800892e28f5c49bc2433b58346149745488e9285dc4e649a89d75133359a,2003,R16,SK,NM,Docklands,1,31,-3,15,34,-15,-30,2,1,13,-6,0,0,7,24,0,1,-22,-6,3
2b44a738a5cc9607406e93335f8092fdce7b52de87ff2ba0ef2e7e27ebd39ed2,2003,R16,FR,AD,Subiaco,1,35,28,33,7,-4,16,16,-14,-11,0,3,-3,-11,43,6,-2,0,14,4
2a59ba9abdb1eea67f51619ca55e256edab51b9b34910ccbd08e6feaa1966f65,2003,R17,WC,HW,Subiaco,1,26,24,-15,2,7,-12,3,3,10,-8,11,-11,42,-7,0,-3,-3,12,3
